member_id,recruit_post_id,age_in_range,age_diff,age_range_overlap,gender_match_to_post,gender_match_from_member,gender_match_both,lifestyle_match,personality_match,lifestyle_preference_match,personality_preference_match,smoking_compatible,snoring_compatible,pet_compatible,roommate_count_match,lifestyle_personality_match,compatibility_score,is_bookmarked
151,108,1,1.5,1,0,0,0,1,0,0,0,1,1,1,0,0,0.625,0
311,59,1,5.5,1,0,0,0,1,0,1,1,1,0,1,1,0,0.625,0
107,56,0,7.0,0,0,0,0,1,0,0,1,0,1,1,1,0,0.5,0
10,84,0,25.5,0,1,1,1,1,0,0,1,1,1,1,0,0,0.625,0
206,59,0,10.5,0,0,0,0,0,1,1,0,1,1,1,1,0,0.625,0
159,59,0,13.5,0,1,1,1,1,1,0,0,1,1,1,1,1,0.875,0
109,44,1,0.5,1,0,1,0,1,1,1,1,1,1,1,0,1,0.75,0
199,71,0,14.5,0,1,1,1,1,1,0,1,1,1,1,0,1,0.75,0
204,85,1,4.5,1,0,0,0,0,1,1,1,1,1,1,1,0,0.75,0
111,92,0,5.5,0,1,1,1,1,1,0,0,0,1,1,1,1,0.75,0
50,87,1,1.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0.875,0
269,130,1,3.5,1,1,0,0,0,1,1,1,1,1,1,0,0,0.625,0
187,110,1,3.0,1,0,0,0,1,1,0,0,1,1,1,1,1,0.875,0
47,87,1,3.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0.875,1
377,55,1,2.5,1,0,1,0,1,0,1,0,0,1,1,0,0,0.5,0
201,5,1,2.5,1,1,1,1,0,1,0,1,1,0,1,0,0,0.625,0
17,22,1,4.0,1,1,0,0,1,1,1,0,1,1,1,1,1,0.875,1
178,98,1,3.5,1,1,1,1,0,0,0,1,1,1,1,1,0,0.75,0
38,44,1,3.5,1,1,1,1,0,1,0,0,1,1,1,0,0,0.75,1
208,57,1,0.0,1,0,1,0,0,1,0,0,1,0,1,1,0,0.625,0
107,116,0,10.5,0,0,0,0,0,1,0,1,0,0,1,1,0,0.375,0
296,43,1,0.5,1,0,0,0,1,0,1,1,1,1,1,0,0,0.625,0
400,18,1,1.5,1,1,1,1,0,1,0,0,1,1,1,0,0,0.75,0
327,85,1,0.5,1,0,0,0,0,1,0,1,1,1,1,1,0,0.75,0
363,109,1,4.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0.5,1
287,37,1,0.5,1,0,1,0,1,0,0,1,1,0,1,1,0,0.625,0
349,1,1,1.5,1,1,1,1,1,1,0,0,1,1,1,0,1,0.875,0
11,102,1,4.0,1,0,0,0,0,1,1,0,1,1,1,1,0,0.75,0
362,93,0,20.5,0,1,1,1,0,0,1,1,1,1,1,0,0,0.5,0
66,93,0,6.5,0,1,1,1,1,1,0,0,0,1,1,0,1,0.625,0
215,15,1,4.0,1,1,0,0,1,0,0,1,1,1,1,0,0,0.625,1
135,34,0,7.0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.75,0
249,1,1,3.5,1,0,1,0,0,0,1,0,1,1,1,0,0,0.5,0
231,109,1,4.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0.75,0
371,37,1,1.5,1,0,0,0,1,1,0,0,0,0,1,1,1,0.625,0
65,116,1,1.5,1,1,1,1,1,0,1,1,1,1,1,1,0,0.875,1
154,1,1,2.5,1,1,1,1,0,0,0,0,1,1,0,0,0,0.5,0
154,110,0,10.0,0,1,1,1,1,0,0,0,1,0,1,0,0,0.5,0
384,58,0,8.5,0,1,1,1,1,1,1,0,1,1,0,0,1,0.625,0
153,121,0,10.5,0,1,1,1,1,0,0,0,1,1,1,0,0,0.625,0
128,4,1,2.5,1,1,1,1,1,1,1,0,1,0,1,1,1,0.875,0
3,1,1,5.5,1,0,1,0,0,0,0,1,1,1,1,0,0,0.5,0
46,43,1,1.5,1,0,0,0,0,1,0,0,1,1,1,0,0,0.625,0
51,118,1,2.0,1,1,1,1,0,1,0,0,1,0,1,1,0,0.75,1
255,101,1,3.0,1,0,0,0,1,1,0,0,1,1,1,1,1,0.875,0
212,1,1,5.5,1,1,1,1,0,0,1,1,1,1,1,0,0,0.625,0
339,57,1,2.0,1,0,0,0,1,0,1,1,1,1,1,1,0,0.75,0
250,116,0,8.5,0,1,1,1,1,0,0,0,1,0,1,0,0,0.5,0
278,132,0,14.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0.625,0
17,43,1,1.5,1,0,0,0,1,0,1,0,1,1,1,1,0,0.75,0
194,98,1,0.5,1,0,0,0,1,1,1,1,1,1,1,1,1,0.875,0
305,109,1,6.0,1,0,0,0,0,0,0,1,1,1,1,1,0,0.625,0
22,79,1,2.5,1,1,0,0,1,1,1,1,0,0,1,1,1,0.625,0
21,93,1,2.5,1,1,1,1,0,1,0,0,1,1,1,0,0,0.75,0
139,107,1,5.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0.875,1
275,77,1,0.5,1,1,0,0,0,1,0,0,0,0,1,1,0,0.5,0
359,57,1,2.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0.75,0
49,72,0,16.5,0,1,1,1,1,0,1,0,1,1,1,1,0,0.75,0
324,83,1,1.0,1,0,0,0,0,1,1,1,0,1,1,1,0,0.625,0
299,21,1,0.5,1,0,0,0,0,0,0,1,1,1,1,1,0,0.625,0
295,74,0,9.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0.5,0
249,109,1,4.0,1,1,1,1,0,0,1,0,0,0,1,1,0,0.5,1
116,37,1,4.5,1,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0
139,84,0,24.5,0,0,1,0,0,1,1,0,1,1,1,1,0,0.625,0
352,15,0,7.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0.75,0
24,101,1,1.0,1,0,0,0,0,1,1,0,1,1,1,0,0,0.625,0
397,121,1,0.5,1,0,0,0,0,1,0,1,1,1,1,1,0,0.75,0
141,62,1,2.5,1,1,0,0,0,0,1,0,1,1,1,0,0,0.5,1
12,79,1,2.5,1,1,0,0,0,1,1,1,1,0,0,1,0,0.5,1
338,109,1,6.0,1,0,1,0,1,1,1,0,1,1,0,1,1,0.75,0
192,59,0,14.5,0,1,1,1,1,1,0,1,1,0,1,1,1,0.75,0
94,77,1,2.5,1,1,1,1,0,1,0,1,1,0,1,1,0,0.75,0
246,111,1,5.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.625,0
348,147,0,6.5,0,1,1,1,0,1,0,1,1,1,1,0,0,0.625,0
35,98,1,4.5,1,0,0,0,0,0,0,0,1,1,1,1,0,0.625,0
48,85,1,4.5,1,1,1,1,0,0,1,1,0,1,1,1,0,0.625,0
294,121,0,6.5,0,0,0,0,1,0,1,0,1,1,1,1,0,0.625,0
116,98,0,5.5,0,1,1,1,1,1,0,1,1,1,1,1,1,0.875,0
10,110,0,12.0,0,1,1,1,0,1,0,1,1,1,1,0,0,0.625,0
266,44,1,4.5,1,0,0,0,0,1,1,1,1,1,1,0,0,0.625,0
118,121,1,4.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1.0,1
231,44,1,6.5,1,0,0,0,0,0,1,1,1,1,1,0,0,0.5,0
187,99,1,2.0,1,0,0,0,1,1,0,0,1,1,1,0,1,0.75,0
324,84,0,22.5,0,0,0,0,1,0,1,1,1,1,1,1,0,0.625,0
24,38,0,20.0,0,1,1,1,1,0,1,0,1,1,1,0,0,0.625,0
103,55,1,3.5,1,0,0,0,1,0,0,0,0,1,1,0,0,0.5,0
178,56,1,5.0,1,1,1,1,0,1,0,1,1,1,1,1,0,0.875,1
242,15,0,7.0,0,1,1,1,0,1,0,0,1,1,1,0,0,0.625,0
357,113,1,3.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0.875,0
384,147,0,7.5,0,1,1,1,0,1,1,0,1,0,1,0,0,0.5,0
283,2,0,13.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.5,0
112,2,1,2.0,1,1,1,1,1,1,0,1,1,1,1,0,1,0.875,0
83,76,0,7.5,0,1,1,1,1,0,0,0,1,1,1,1,0,0.75,0
246,132,1,2.0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.875,1
144,21,0,20.5,0,1,1,1,0,1,0,1,0,1,1,1,0,0.625,0
50,57,1,0.0,1,1,1,1,0,0,1,1,1,0,1,1,0,0.625,0
146,111,0,9.0,0,1,1,1,1,0,1,1,1,1,1,0,0,0.625,0
137,121,1,0.5,1,0,0,0,1,1,0,0,1,1,1,0,1,0.75,0
190,2,1,3.0,1,0,1,0,0,0,0,0,1,1,1,0,0,0.5,0
215,65,0,6.0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.625,0
146,77,0,5.5,0,1,0,0,1,1,1,1,1,0,1,1,1,0.625,0
183,110,0,8.0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.25,0
180,86,0,3.0,0,1,0,0,0,0,1,1,0,1,1,1,0,0.375,0
119,21,0,10.5,0,1,1,1,1,1,0,1,1,1,1,1,1,0.875,0
273,10,1,0.5,1,0,0,0,1,1,1,1,1,1,1,0,1,0.75,0
132,118,1,3.0,1,1,1,1,0,1,0,1,1,0,1,0,0,0.625,1
53,64,1,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.375,0
91,29,1,7.0,1,1,0,0,1,0,1,1,1,1,1,0,0,0.625,1
359,98,0,5.5,0,0,0,0,1,1,1,0,1,1,1,1,1,0.75,0
243,107,1,2.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.5,0
251,18,0,6.5,0,1,1,1,1,1,0,0,1,1,1,1,1,0.875,0
68,10,0,6.5,0,1,1,1,0,0,0,1,1,1,1,1,0,0.625,1
74,132,1,4.0,1,0,1,0,0,0,1,1,1,1,1,1,0,0.625,0
287,107,1,3.0,1,1,1,1,1,0,0,1,1,0,1,1,0,0.75,1
141,76,1,0.5,1,1,0,0,1,1,1,0,0,0,0,0,1,0.375,0
157,83,1,2.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1.0,0
371,57,0,4.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.5,0
74,18,0,6.5,0,1,1,1,0,0,1,1,1,1,1,0,0,0.5,0
229,95,0,9.0,0,1,1,1,0,0,1,0,1,0,1,1,0,0.5,0
53,77,0,6.5,0,1,0,0,1,1,0,0,1,1,0,1,1,0.625,0
214,55,1,0.5,1,0,0,0,1,1,1,0,0,1,1,1,1,0.75,0
341,147,0,5.5,0,1,1,1,1,0,0,1,0,0,1,1,0,0.5,0
113,70,0,20.5,0,0,0,0,0,0,1,0,1,1,1,1,0,0.5,0
75,10,1,3.5,1,1,1,1,0,1,0,0,1,1,1,0,0,0.75,1
338,14,1,3.5,1,0,1,0,1,1,1,0,1,1,1,1,1,0.875,0
380,61,0,6.5,0,1,0,0,1,1,1,1,0,1,1,1,1,0.625,0
181,38,0,19.0,0,1,1,1,0,1,1,0,1,1,1,0,0,0.625,0
284,108,0,12.5,0,0,0,0,0,1,0,0,1,1,1,0,0,0.5,0
352,86,0,9.0,0,1,0,0,0,0,1,1,0,0,1,1,0,0.25,0
217,38,0,19.0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.5,0
13,85,1,3.5,1,0,1,0,0,1,0,1,1,1,1,1,0,0.75,0
396,15,0,14.0,0,1,1,1,0,0,0,0,1,1,1,1,0,0.625,0
332,127,0,9.5,0,1,1,1,0,0,0,1,1,1,1,1,0,0.625,0
213,95,1,8.0,1,1,1,1,0,0,1,0,1,0,1,1,0,0.625,0
26,37,1,4.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1.0,1
354,107,1,1.0,1,0,0,0,1,1,1,1,0,1,1,0,1,0.625,0
307,29,0,9.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0.625,0
309,85,1,4.5,1,0,0,0,1,0,0,1,1,1,1,1,0,0.75,0
182,72,0,20.5,0,0,0,0,0,1,0,1,1,1,1,0,0,0.5,0
203,64,1,5.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.5,0
23,138,1,0.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0.5,0
77,38,0,19.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.5,0
24,147,1,1.5,1,1,1,1,0,0,1,0,0,1,1,0,0,0.5,0
42,113,0,10.5,0,0,0,0,0,0,0,1,1,0,1,0,0,0.25,0
203,59,0,16.5,0,0,0,0,0,1,1,1,1,1,0,1,0,0.5,0
153,57,0,16.0,0,0,1,0,1,1,0,0,1,1,1,1,1,0.75,0
104,4,0,6.5,0,0,0,0,0,1,0,0,1,0,1,1,0,0.5,0
80,1,1,5.5,1,1,1,1,1,0,1,0,1,1,0,1,0,0.75,0
203,120,0,7.5,0,1,1,1,0,1,1,1,1,1,0,1,0,0.625,0
381,121,1,2.5,1,0,1,0,0,0,1,1,0,1,1,1,0,0.5,0
137,101,1,3.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.375,0
272,113,0,4.5,0,0,0,0,0,1,0,0,1,0,1,1,0,0.5,0
386,58,1,2.5,1,1,1,1,0,1,0,1,0,1,1,1,0,0.75,0
263,61,1,5.5,1,1,1,1,0,0,0,0,1,0,0,1,0,0.5,1
36,25,1,4.0,1,1,1,1,0,0,1,0,1,1,1,1,0,0.75,1
28,21,1,0.5,1,1,1,1,1,0,0,1,1,1,1,1,0,0.875,0
328,102,1,1.0,1,0,1,0,0,1,1,0,1,0,1,1,0,0.625,0
77,67,1,0.5,1,1,0,0,0,0,0,0,1,1,1,1,0,0.625,1
361,4,0,7.5,0,0,1,0,0,1,1,0,1,0,1,1,0,0.5,0
13,79,1,2.5,1,1,1,1,0,0,0,1,1,1,1,1,0,0.75,0
14,10,1,2.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0.375,0
264,22,0,9.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.25,0
303,98,1,0.5,1,1,1,1,1,1,1,0,1,1,1,1,1,1.0,0
153,15,0,14.0,0,1,1,1,1,0,0,0,1,1,1,0,0,0.625,0
353,98,1,0.5,1,1,1,1,1,0,1,1,1,1,1,1,0,0.875,0
224,98,1,2.5,1,1,1,1,1,0,1,1,1,1,1,1,0,0.875,0
52,74,1,1.0,1,1,1,1,0,1,1,0,1,1,1,0,0,0.75,1
362,61,0,13.5,0,1,0,0,1,0,1,1,1,0,1,1,0,0.5,0
191,109,0,22.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0.625,0
271,130,0,14.5,0,0,1,0,1,1,0,0,1,1,1,0,1,0.625,0
138,98,0,12.5,0,1,1,1,0,1,1,1,1,1,1,1,0,0.75,0
112,58,1,0.5,1,0,0,0,1,1,0,1,1,1,1,0,1,0.75,0
135,120,0,5.5,0,0,0,0,0,1,0,0,1,1,1,1,0,0.625,0
251,77,1,0.5,1,1,0,0,0,1,0,0,1,0,0,1,0,0.5,0
388,132,1,5.0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.625,0
244,64,0,9.0,0,0,0,0,1,1,0,1,1,1,1,0,1,0.625,0
55,85,1,4.5,1,0,0,0,1,1,0,1,1,1,1,1,1,0.875,0
56,130,1,0.5,1,1,1,1,1,1,0,0,1,1,1,0,1,0.875,0
202,67,1,0.5,1,1,0,0,0,1,0,1,1,1,1,1,0,0.75,0
145,118,0,7.0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.375,0
269,38,0,26.0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.5,0
85,29,0,17.0,0,1,0,0,0,1,0,1,1,1,1,0,0,0.5,0
106,83,1,3.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.5,0
318,57,0,10.0,0,1,1,1,0,0,1,0,1,0,1,1,0,0.5,0
80,5,0,6.5,0,1,1,1,0,0,1,0,1,1,1,1,0,0.625,0
386,38,0,25.0,0,1,1,1,0,1,0,1,1,1,1,0,0,0.625,0
41,109,1,3.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0.875,1
383,4,0,4.5,0,1,0,0,1,0,0,1,1,0,1,1,0,0.5,0
158,57,0,6.0,0,1,1,1,0,0,1,0,1,1,1,1,0,0.625,0
195,95,1,0.0,1,1,1,1,1,1,0,1,1,0,1,1,1,0.875,0
247,130,0,10.5,0,1,1,1,0,0,0,0,1,1,1,0,0,0.5,0
214,61,0,7.5,0,1,0,0,0,0,1,0,0,1,1,1,0,0.375,0
390,107,0,6.0,0,1,1,1,0,0,1,1,1,1,1,0,0,0.5,0
261,132,0,14.0,0,0,0,0,0,0,1,0,1,1,1,1,0,0.5,0
19,98,1,0.5,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,0
215,86,0,6.0,0,1,0,0,0,1,0,1,1,1,1,1,0,0.625,0
290,98,1,2.5,1,1,1,1,0,1,0,1,1,1,1,1,0,0.875,0
134,76,0,8.5,0,1,0,0,0,1,1,0,1,1,0,1,0,0.5,0
264,136,0,10.0,0,1,1,1,0,1,0,1,1,1,0,0,0,0.5,0
205,95,1,1.0,1,1,1,1,1,0,0,0,1,0,1,1,0,0.75,0
115,102,0,14.0,0,1,1,1,0,0,0,1,1,0,1,1,0,0.5,0
335,132,1,4.0,1,1,1,1,1,1,0,0,0,1,1,1,1,0.875,1
83,92,1,2.5,1,0,1,0,0,1,0,0,1,1,1,1,0,0.75,0
71,99,1,4.0,1,1,1,1,1,1,1,0,1,1,1,0,1,0.875,0
182,87,1,2.0,1,0,0,0,1,1,0,1,1,1,1,1,1,0.875,0
240,34,1,3.0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.625,0
256,57,1,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,0.875,0
369,92,0,14.5,0,0,0,0,0,1,0,0,0,1,1,0,0,0.375,0
346,38,0,26.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0.5,0
321,108,1,2.5,1,0,0,0,1,0,1,0,1,1,1,0,0,0.625,0
156,98,1,3.5,1,1,1,1,0,1,1,1,1,1,1,1,0,0.875,0
374,127,1,4.5,1,1,1,1,1,0,0,0,0,1,1,0,0,0.625,0
240,43,1,4.5,1,1,1,1,0,1,1,0,1,1,1,0,0,0.75,0
32,10,1,0.5,1,0,0,0,0,1,1,1,1,1,1,0,0,0.625,0
184,38,0,23.0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.375,0
227,61,0,10.5,0,1,0,0,1,1,1,1,0,0,1,1,1,0.5,0
371,95,1,3.0,1,0,0,0,1,1,0,0,0,0,1,1,1,0.625,0
57,4,1,3.5,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,0
196,102,0,8.0,0,1,1,1,0,1,1,1,0,1,1,1,0,0.625,0
310,87,1,3.0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.875,1
148,44,1,0.5,1,1,1,1,1,1,0,1,1,1,1,0,1,0.875,0
73,64,0,8.0,0,1,1,1,1,1,0,0,1,1,1,1,1,0.875,0
182,65,1,1.0,1,0,0,0,0,0,0,1,1,1,1,1,0,0.625,0
97,110,1,3.0,1,0,0,0,0,1,1,0,1,1,1,1,0,0.75,0
258,138,1,3.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.5,0
335,127,1,5.5,1,0,0,0,1,0,0,0,0,1,1,1,0,0.625,0
327,74,1,0.0,1,0,0,0,1,0,0,1,1,1,1,0,0,0.625,0
242,59,1,5.5,1,0,1,0,0,0,0,0,1,0,1,1,0,0.5,0
3,108,0,7.5,0,1,1,1,1,0,0,1,1,1,1,1,0,0.75,0
398,84,0,20.5,0,0,0,0,0,1,0,0,1,1,1,0,0,0.5,0
73,147,0,8.5,0,0,0,0,0,1,0,0,1,0,1,1,0,0.5,0
227,110,0,13.0,0,0,0,0,1,0,1,1,1,0,1,0,0,0.375,0
229,120,0,7.5,0,0,0,0,0,1,1,0,1,1,1,1,0,0.625,0
8,70,1,0.5,1,0,0,0,0,0,1,0,0,1,1,1,0,0.5,0
185,92,1,2.5,1,0,0,0,1,1,0,0,1,1,1,0,1,0.75,0
165,55,0,5.5,0,1,1,1,0,1,1,0,1,1,1,0,0,0.625,0
335,136,1,0.0,1,0,0,0,1,0,0,0,1,1,1,1,0,0.75,0
76,98,1,3.5,1,1,1,1,0,0,0,1,1,1,1,1,0,0.75,0
360,72,0,15.5,0,1,1,1,0,0,0,0,1,1,0,0,0,0.375,0
97,34,0,10.0,0,0,0,0,0,1,1,0,1,1,1,1,0,0.625,0
259,43,1,5.5,1,1,1,1,0,1,0,0,1,1,1,0,0,0.75,0
178,18,1,2.5,1,1,1,1,1,0,0,1,1,1,1,0,0,0.75,0
306,46,0,8.5,0,1,1,1,1,0,1,0,1,1,1,0,0,0.625,0
269,99,0,12.0,0,0,1,0,0,0,1,1,1,1,1,0,0,0.375,0
244,79,0,10.5,0,1,0,0,0,0,0,1,1,0,1,1,0,0.375,0
380,22,0,6.0,0,1,0,0,1,0,1,1,1,1,1,1,0,0.625,0
284,79,0,12.5,0,1,0,0,1,1,0,0,0,1,1,1,1,0.625,0
231,46,0,8.5,0,1,1,1,0,1,1,1,1,1,1,1,0,0.75,0
375,102,0,6.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0
148,109,1,3.0,1,1,1,1,1,0,0,1,0,1,1,1,0,0.75,1
295,46,1,2.5,1,0,0,0,1,1,1,0,1,1,1,0,1,0.75,0
99,44,1,5.5,1,0,0,0,0,0,1,0,1,1,1,0,0,0.5,0
163,138,1,1.0,1,0,0,0,1,0,1,1,1,0,1,0,0,0.5,0
238,10,1,0.5,1,0,1,0,0,1,1,0,1,1,1,0,0,0.625,0
153,72,1,3.5,1,0,1,0,0,0,0,0,1,1,1,0,0,0.5,0
161,5,1,2.5,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,0
167,18,1,0.5,1,1,1,1,1,0,1,1,1,1,1,0,0,0.75,0
391,59,1,0.5,1,0,0,0,0,1,1,0,1,1,0,1,0,0.625,0
332,110,1,2.0,1,0,1,0,0,1,0,1,1,0,1,1,0,0.625,0
334,87,0,5.0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.75,0
256,76,0,7.5,0,1,0,0,0,0,1,1,1,1,1,0,0,0.375,0
225,1,0,6.5,0,0,0,0,0,1,0,1,1,1,1,0,0,0.5,0
113,21,0,19.5,0,0,0,0,1,0,1,0,1,1,1,1,0,0.625,0
297,77,0,6.5,0,1,0,0,1,0,1,0,1,1,1,1,0,0.625,0
230,46,0,8.5,0,1,1,1,0,0,0,0,1,0,1,0,0,0.375,0
215,118,1,3.0,1,1,1,1,1,1,0,1,1,1,1,0,1,0.875,0
269,55,1,3.5,1,0,1,0,1,0,1,1,0,1,1,0,0,0.5,0
119,64,0,12.0,0,0,0,0,1,1,0,1,1,1,1,1,1,0.75,0
12,113,1,2.5,1,1,1,1,0,0,1,1,1,0,1,0,0,0.5,0
377,46,1,4.5,1,0,1,0,1,0,1,0,1,0,1,1,0,0.625,0
93,71,0,14.5,0,1,1,1,0,0,1,0,1,1,1,0,0,0.5,0
262,138,1,0.0,1,1,1,1,1,1,1,1,1,0,1,0,1,0.75,1
237,46,0,9.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0.25,0
80,18,1,4.5,1,0,0,0,0,0,1,0,1,1,1,1,0,0.625,0
108,109,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0
119,127,0,11.5,0,0,0,0,1,1,0,1,1,1,1,1,1,0.75,0
213,44,0,7.5,0,0,0,0,1,0,1,0,1,1,1,0,0,0.5,0
44,15,1,1.0,1,1,0,0,1,1,0,1,1,1,1,1,1,0.875,0
387,77,1,1.5,1,1,1,1,1,1,0,1,0,1,1,1,1,0.875,0
31,120,1,4.5,1,1,1,1,1,0,0,1,1,1,1,1,0,0.875,0
282,107,1,3.0,1,0,0,0,1,0,1,1,0,1,1,0,0,0.5,0
177,67,1,5.5,1,1,0,0,1,0,1,1,0,1,1,1,0,0.625,1
347,64,1,1.0,1,1,1,1,0,0,0,0,1,1,1,0,0,0.625,0
322,57,0,7.0,0,1,1,1,0,0,0,0,1,1,1,1,0,0.625,0
229,57,1,2.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0.75,0
134,118,0,5.0,0,1,1,1,1,0,1,0,1,1,0,1,0,0.625,0
387,1,1,4.5,1,1,1,1,1,1,0,1,1,1,1,0,1,0.875,1
65,5,1,2.5,1,0,1,0,1,0,1,1,1,1,1,0,0,0.625,0
290,58,1,0.5,1,0,0,0,1,0,0,1,1,1,1,0,0,0.625,0
258,98,1,4.5,1,1,1,1,1,0,1,0,1,1,1,1,0,0.875,0
153,62,0,12.5,0,1,1,1,1,1,0,0,1,1,1,0,1,0.75,0
143,37,1,3.5,1,0,0,0,1,1,0,0,1,1,0,1,1,0.75,0
182,46,0,9.5,0,0,0,0,0,0,0,1,1,1,1,0,0,0.375,0
399,59,0,7.5,0,1,1,1,0,1,1,1,1,1,1,1,0,0.75,0
77,55,1,3.5,1,0,0,0,0,1,0,0,1,1,1,0,0,0.625,0
150,85,0,5.5,0,1,1,1,1,0,1,0,1,1,1,1,0,0.75,0
10,4,0,9.5,0,0,0,0,0,0,0,1,1,1,1,1,0,0.5,0
1,46,1,4.5,1,1,1,1,1,0,1,0,1,0,1,0,0,0.625,0
251,107,1,4.0,1,1,1,1,1,0,0,0,1,0,1,1,0,0.75,1
101,59,0,12.5,0,0,0,0,1,0,1,1,1,0,1,1,0,0.5,0
380,38,0,22.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0.75,0
153,71,1,0.5,1,1,1,1,1,0,0,0,1,1,1,0,0,0.75,1
91,93,0,7.5,0,0,0,0,1,1,1,1,1,1,1,0,1,0.625,0
48,70,1,3.5,1,1,1,1,0,0,1,1,0,1,1,1,0,0.625,0
122,2,1,1.0,1,1,1,1,0,1,1,0,1,1,1,0,0,0.75,0
62,85,1,3.5,1,1,1,1,0,0,0,0,1,1,1,1,0,0.75,1
5,55,1,1.5,1,0,0,0,0,1,1,1,1,1,1,0,0,0.625,0
152,136,0,7.0,0,1,1,1,0,0,1,1,1,0,1,0,0,0.375,0
148,85,1,4.5,1,0,0,0,1,1,0,1,0,1,1,1,1,0.75,0
224,138,1,1.0,1,0,0,0,1,0,1,1,1,0,1,0,0,0.5,0
350,95,0,10.0,0,0,0,0,0,1,1,0,1,1,1,1,0,0.625,0
18,72,0,7.5,0,0,0,0,1,1,1,1,1,1,1,0,1,0.625,0
316,62,0,11.5,0,1,0,0,0,0,1,1,1,1,1,0,0,0.375,0
40,4,0,9.5,0,1,1,1,0,0,1,0,1,0,1,1,0,0.5,0
235,37,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0
240,99,0,9.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.375,0
358,127,1,5.5,1,1,1,1,0,1,1,0,1,1,1,1,0,0.875,0
34,38,0,16.0,0,1,1,1,1,1,0,0,1,1,1,0,1,0.75,0
11,72,0,13.5,0,1,1,1,0,1,1,0,1,1,1,1,0,0.75,0
266,43,1,3.5,1,0,0,0,1,1,1,1,1,1,1,0,1,0.75,0
77,132,0,8.0,0,0,0,0,1,1,0,0,1,1,1,1,1,0.75,0
58,116,0,11.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0.375,0
61,43,1,6.5,1,0,0,0,1,1,0,1,1,1,0,0,1,0.625,0
277,25,1,0.0,1,1,1,1,0,1,1,0,1,1,1,1,0,0.875,0
332,79,0,11.5,0,1,1,1,1,1,0,1,1,0,1,1,1,0.75,0
18,74,0,10.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.375,0
287,61,0,6.5,0,1,1,1,1,0,0,1,1,0,1,1,0,0.625,0
351,18,0,5.5,0,1,1,1,1,1,1,0,1,1,1,0,1,0.75,0
201,70,1,1.5,1,1,1,1,1,0,0,1,1,1,0,1,0,0.75,0
